id,municipio,departamento,latitud,longitud
1,Leticia,Amazonas,-4.2152778,-69.9405556
2,Puerto Nariño,Amazonas,-3.7702778,-70.3830556
3,Abejorral,Antioquia,5.75,-75.4166667
4,Abriaquí,Antioquia,6.6666667,-76.0833333
5,Alejandria,Antioquia,6.3666667,-75.0833333
6,Amagá,Antioquia,6.05,-75.7
7,Amalfi,Antioquia,7,-74.9166667
8,Andes,Antioquia,5.5833333,-75.9166667
9,Angelópolis,Antioquia,6.1333333,-75.7
10,Angostura,Antioquia,6.8666667,-75.3333333
11,Anorí,Antioquia,7.1666667,-75.0833333
12,Anzá,Antioquia,6.3333333,-75.9166667
13,Apartadó,Antioquia,7.8855556,-76.6347222
14,Arboletes,Antioquia,8.5,-76.4166667
15,Argelia,Antioquia,5.7341667,-75.1463889
16,Armenia,Antioquia,6.1666667,-75.8333333
17,Barbosa,Antioquia,6.45,-75.3333333
18,Bello,Antioquia,6.3388889,-75.5622222
19,Belmira,Antioquia,6.6666667,-75.6666667
20,Betania,Antioquia,5.75,-75.9666667
21,Betulia,Antioquia,6.2,-75.9166667
22,Bolívar,Antioquia,5.8333333,-76
23,Briceño,Antioquia,7.1122222,-75.5541667
24,Burítica,Antioquia,6.75,-75.9166667
25,Caicedo,Antioquia,6.45,-75.9666667
26,Caldas,Antioquia,6.0833333,-75.6333333
27,Campamento,Antioquia,7.0833333,-75.25
28,Caracolí,Antioquia,6.4119444,-74.7605556
29,Caramanta,Antioquia,5.5833333,-75.5833333
30,Carepa,Antioquia,7.7663889,-76.6611111
31,Carmen de Viboral,Antioquia,6.085,-75.3386111
32,Carolina,Antioquia,6.8,-75.25
33,Caucasia,Antioquia,7.9166667,-75
34,Cañasgordas,Antioquia,6.75,-76
35,Chigorodó,Antioquia,7.6666667,-76.6666667
36,Cisneros,Antioquia,6.5833333,-75.0833333
37,Cocorná,Antioquia,6,-75
38,Concepción,Antioquia,6.4166667,-75.25
39,Concordia,Antioquia,6.0833333,-75.9166667
40,Copacabana,Antioquia,6.3333333,-75.5
41,Cáceres,Antioquia,7.6666667,-75.3333333
42,Dabeiba,Antioquia,7,-76.25
43,Don Matías,Antioquia,6.5,-75.3333333
44,Ebéjico,Antioquia,6.3333333,-75.75
45,El Bagre,Antioquia,7.5941667,-74.8119444
46,Entrerríos,Antioquia,6.5833333,-75.5833333
47,Envigado,Antioquia,6.1730556,-75.5638889
48,Fredonia,Antioquia,5.9166667,-75.6666667
49,Frontino,Antioquia,6.6666667,-76.3333333
50,Giraldo,Antioquia,6.6666667,-75.9166667
51,Girardota,Antioquia,6.4166667,-75.45
52,Granada,Antioquia,6.1666667,-75.1333333
53,Guadalupe,Antioquia,6.8175,-75.2441667
54,Guarne,Antioquia,6.25,-75.4166667
55,Guatapé,Antioquia,6.25,-75.1666667
56,Gómez Plata,Antioquia,6.75,-75.8333333
57,Heliconia,Antioquia,6.2333333,-75.75
58,Hispania,Antioquia,5.8025,-75.9116667
59,ItagÃ¼í,Antioquia,6.1719444,-75.6113889
60,Ituango,Antioquia,7.25,-76
61,Jardín,Antioquia,5.5833333,-75.8333333
62,Jericó,Antioquia,5.75,-75.75
63,La Ceja,Antioquia,6,-75.4166667
64,La Estrella,Antioquia,6.1666667,-75.6666667
65,La Pintada,Antioquia,5.75,-75.6
66,La Unión,Antioquia,5.9166667,-75.3333333
67,Liborina,Antioquia,6.75,-75.75
68,Maceo,Antioquia,6.5,-74.75
69,Marinilla,Antioquia,6.2,-75.3
70,Medellín,Antioquia,6.2913889,-75.5361111
71,Montebello,Antioquia,5.9166667,-75.5
72,Murindó,Antioquia,6.8,-76.8
73,Mutatá,Antioquia,7.3333333,-76.5
74,Nariño,Antioquia,5.6,-75.1666667
75,Nechí,Antioquia,8.0963889,-74.7758333
76,Necoclí,Antioquia,8.4238889,-76.7911111
77,Olaya,Antioquia,6.6666667,-75.75
78,Peque,Antioquia,7,-75.8333333
79,Peñol,Antioquia,6.25,-75.25
80,Pueblorrico,Antioquia,5.8,-75.85
81,Puerto Berrío,Antioquia,6.4166667,-74.5
82,Puerto Nare,Antioquia,6.1916667,-74.5866667
83,Puerto Triunfo,Antioquia,5.8708333,-74.6455556
84,Remedios,Antioquia,7,-74.4166667
85,Retiro,Antioquia,6.0833333,-75.5
86,Ríonegro,Antioquia,6.1666667,-75.4166667
87,Sabanalarga,Antioquia,6.9166667,-75.8
88,Sabaneta,Antioquia,6.15,-75.6
89,Salgar,Antioquia,6,-76
90,San Andrés de Cuerquía,Antioquia,6.917,-75.667
91,San Carlos,Antioquia,6.2,-74.9166667
92,San Francisco,Antioquia,6.1166667,-75.9833333
93,San Jerónimo,Antioquia,6.45,-75.7
94,San José de Montaña,Antioquia,6.8502778,-75.6833333
95,San Juan de Urabá,Antioquia,8.7630556,-76.53
96,San Luís,Antioquia,6,-74.8333333
97,San Pedro,Antioquia,6.45,-75.5833333
98,San Pedro de Urabá,Antioquia,8.2761111,-76.3786111
99,San Rafael,Antioquia,6.3,-75
100,San Roque,Antioquia,6.4166667,-74.8333333
101,San Vicente,Antioquia,6.3333333,-75.3333333
102,Santa Bárbara,Antioquia,5.8666667,-75.5833333
103,Santa Fé de Antioquia,Antioquia,6.5597222,-75.8280556
104,Santa Rosa de Osos,Antioquia,6.6666667,-75.4166667
105,Santo Domingo,Antioquia,6.4722222,-75.1647222
106,Santuario,Antioquia,6.1333333,-75.25
107,Segovia,Antioquia,7.25,-74.75
108,Sonsón,Antioquia,5.75,-75
109,Sopetrán,Antioquia,6.5,-75.75
110,Tarazá,Antioquia,7.5833333,-75.35
111,Tarso,Antioquia,5.8333333,-75.8333333
112,Titiribí,Antioquia,6.0833333,-75.8
113,Toledo,Antioquia,7,-75.7
114,Turbo,Antioquia,8,-76.5833333
115,Támesis,Antioquia,5.6666667,-75.6666667
116,Uramita,Antioquia,6.8994444,-76.1741667
117,Urrao,Antioquia,6.3333333,-76.4166667
118,Valdivia,Antioquia,7.3333333,-75.3333333
119,Valparaiso,Antioquia,5.6666667,-75.5833333
120,Vegachí,Antioquia,6.7730556,-74.8016667
121,Venecia,Antioquia,5.9166667,-75.75
122,Vigía del Fuerte,Antioquia,6.5919444,-76.8986111
123,Yalí,Antioquia,6.8333333,-74.75
124,Yarumal,Antioquia,7,-75.5
125,Yolombó,Antioquia,6.6666667,-75
126,Yondó (Casabe),Antioquia,7.0077778,-73.9141667
127,Zaragoza,Antioquia,7.75,-74.75
128,Arauca,Arauca,7.0902778,-70.7616667
129,Arauquita,Arauca,6.8219444,-71.3236111
130,Cravo Norte,Arauca,6.3030556,-70.2016667
131,Fortúl,Arauca,6.7461111,-71.8566667
132,Puerto Rondón,Arauca,6.2780556,-71.1
133,Saravena,Arauca,6.9205556,-71.8533333
134,Tame,Arauca,6.4641667,-71.7288889
135,Baranoa,Atlántico,10.8,-74.9166667
136,Barranquilla,Atlántico,10.9638889,-74.7963889
137,Campo de la Cruz,Atlántico,10.4166667,-74.9166667
138,Candelaria,Atlántico,10.5,-74.8333333
139,Galapa,Atlántico,10.9166667,-74.8333333
140,Juan de Acosta,Atlántico,10.8333333,-75.0333333
141,Luruaco,Atlántico,10.6141667,-75.1461111
142,Malambo,Atlántico,10.8588889,-74.7730556
143,Manatí,Atlántico,10.5,-75
144,Palmar de Varela,Atlántico,10.7466667,-74.7555556
145,Piojo,Atlántico,10.75,-75.1333333
146,Polonuevo,Atlántico,10.75,-74.7833333
147,Ponedera,Atlántico,10.6436111,-74.7544444
148,Puerto Colombia,Atlántico,11.0166667,-74.8833333
149,Repelón,Atlántico,10.55,-75.1333333
150,Sabanagrande,Atlántico,10.8,-74.75
151,Sabanalarga,Atlántico,10.6333333,-74.8333333
152,Santa Lucía,Atlántico,10.3286111,-74.9644444
153,Santo Tomás,Atlántico,10.75,-74.8333333
154,Soledad,Atlántico,10.9172222,-74.7666667
155,Suan,Atlántico,10.3333333,-74.9166667
156,Tubará,Atlántico,10.9166667,-74.95
157,Usiacuri,Atlántico,10.75,-74.9666667
158,Achí,Bolívar,8.25,-74.5
159,Altos del Rosario,Bolívar,8.7944444,-74.1658333
160,Arenal,Bolívar,8.4666667,-73.95
161,Arjona,Bolívar,10.1666667,-75.3333333
162,Arroyohondo,Bolívar,10.2497222,-75.0113889
163,Barranco de Loba,Bolívar,8.8333333,-74.1666667
164,Calamar,Bolívar,10.25,-75
165,Cantagallo,Bolívar,7.3791667,-73.9180556
166,Cartagena,Bolívar,10.3997222,-75.5144444
167,Cicuco,Bolívar,9.4166667,-74.7333333
168,Clemencia,Bolívar,10.5891667,-75.3341667
169,Córdoba,Bolívar,9.5,-74.9166667
170,El Carmen de Bolívar,Bolívar,9.75,-75.1666667
171,El Guamo,Bolívar,10.0833333,-74.9166667
172,El Peñon,Bolívar,8.9833333,-73.95
173,Hatillo de Loba,Bolívar,8.9586111,-74.0808333
174,Magangué,Bolívar,9.2413889,-74.7533333
175,Mahates,Bolívar,10.1666667,-75.1666667
176,Margarita,Bolívar,9.0833333,-74.2
177,María la Baja,Bolívar,10,-75.3333333
178,Mompós,Bolívar,9.25,-74.5833333
179,Montecristo,Bolívar,8.2994444,-74.4755556
180,Morales,Bolívar,8.4166667,-74
181,Norosí,Bolívar,8.5333333,-74.0333333
182,Pinillos,Bolívar,8.9172222,-74.4663889
183,Regidor,Bolívar,8.6666667,-73.8333333
184,Río Viejo,Bolívar,8.59,-73.8436111
185,San Cristobal,Bolívar,9.8833333,-75.25
186,San Estanislao,Bolívar,10.3983333,-75.1511111
187,San Fernando,Bolívar,9.0833333,-74.3333333
188,San Jacinto,Bolívar,9.8333333,-75.0833333
189,San Jacinto del Cauca,Bolívar,9.8316667,-75.1263889
190,San Juan de Nepomuceno,Bolívar,9.9566667,-75.0866667
191,San Martín de Loba,Bolívar,8.8333333,-73.9166667
192,San Pablo,Bolívar,10.0527778,-75.2680556
193,Santa Catalina,Bolívar,10.5833333,-75.25
194,Santa Rosa,Bolívar,10.45,-75.3333333
195,Santa Rosa del Sur,Bolívar,7.9644444,-74.0544444
196,Simití,Bolívar,7.5833333,-74.1666667
197,Soplaviento,Bolívar,10.3333333,-75.1
198,Talaigua Nuevo,Bolívar,9.3069444,-74.5686111
199,Tiquisio (Puerto Rico),Bolívar,8.5597222,-74.2669444
200,Turbaco,Bolívar,10.35,-75.3333333
201,Turbaná,Bolívar,10.25,-75.4166667
202,Villanueva,Bolívar,10.45,-75.25
203,Zambrano,Bolívar,9.75,-74.8333333
204,Almeida,Boyacá,4.9166667,-73.3333333
205,Aquitania,Boyacá,5.5197222,-72.8875
206,Arcabuco,Boyacá,5.8,-73.3833333
207,Belén,Boyacá,6.0833333,-72.9166667
208,Berbeo,Boyacá,5.3333333,-73
209,Beteitiva,Boyacá,6,-72.8333333
210,Boavita,Boyacá,6.4166667,-72.5833333
211,Boyacá,Boyacá,5.5,-72.5
212,Briceño,Boyacá,5.75,-73.8333333
213,Buenavista,Boyacá,5.5,-73.9666667
214,Busbanza,Boyacá,5.9166667,-72.85
215,Caldas,Boyacá,5.55,-73.8833333
216,Campohermoso,Boyacá,5.0833333,-73
217,Cerinza,Boyacá,6,-72.9166667
218,Chinavita,Boyacá,5.25,-73.3333333
219,Chiquinquirá,Boyacá,5.6333333,-73.75
220,Chiscas,Boyacá,6.75,-72.3333333
221,Chita,Boyacá,6.1666667,-72.4166667
222,Chitaraque,Boyacá,6.0833333,-73.3666667
223,Chivatá,Boyacá,5.5333333,-73.2666667
224,Chíquiza,Boyacá,5.6083333,-73.4886111
225,Chívor,Boyacá,4.8855556,-73.3688889
226,Ciénaga,Boyacá,5.4666667,-73.25
227,Coper,Boyacá,5.4333333,-74.0333333
228,Corrales,Boyacá,5.8666667,-72.8333333
229,Covarachía,Boyacá,6.5833333,-72.7
230,Cubará,Boyacá,7.0411111,-72.0608333
231,Cucaita,Boyacá,5.5333333,-73.4666667
232,Cuitiva,Boyacá,5.65,-72.9166667
233,Cómbita,Boyacá,5.75,-73.25
234,Duitama,Boyacá,5.8269444,-73.0202778
235,El Cocuy,Boyacá,6.4166667,-72.4166667
236,El Espino,Boyacá,6.5833333,-72.4166667
237,Firavitoba,Boyacá,5.75,-72.9666667
238,Floresta,Boyacá,5.9166667,-72.9166667
239,Gachantivá,Boyacá,5.75,-73.5
240,Garagoa,Boyacá,5.1333333,-73.3
241,Guacamayas,Boyacá,6.5,-72.5
242,Guateque,Boyacá,5.0833333,-73.5
243,Guayatá,Boyacá,5,-73.5
244,Guicán,Boyacá,6.75,-72.1666667
245,Gámeza,Boyacá,5.85,-72.75
246,Izá,Boyacá,5.6666667,-72.9166667
247,Jenesano,Boyacá,5.3888889,-73.3680556
248,Jericó,Boyacá,6.2,-72.5833333
249,La Capilla,Boyacá,5.15,-73.45
250,La Uvita,Boyacá,6.3333333,-72.5
251,La Victoria,Boyacá,5.5258333,-74.2361111
252,Labranzagrande,Boyacá,5.5833333,-72.5833333
253,Macanal,Boyacá,4.9166667,-73.25
254,Maripí,Boyacá,5.5833333,-74
255,Miraflores,Boyacá,5.25,-73.1666667
256,Mongua,Boyacá,5.8333333,-72.6666667
257,Monguí,Boyacá,5.75,-72.8333333
258,Moniquirá,Boyacá,5.9166667,-73.5
259,Motavita,Boyacá,5.5797222,-73.3713889
260,Muzo,Boyacá,5.5166667,-74.1166667
261,Nobsa,Boyacá,5.8333333,-72.9166667
262,Nuevo Colón,Boyacá,5.4166667,-73.4166667
263,Oicatá,Boyacá,5.6,-73.3166667
264,Otanche,Boyacá,5.75,-74.25
265,Pachavita,Boyacá,5.1333333,-73.4
266,Paipa,Boyacá,5.8333333,-73.1
267,Pajarito,Boyacá,5.4166667,-72.6666667
268,Panqueba,Boyacá,6.5,-72.4166667
269,Pauna,Boyacá,5.75,-73.9166667
270,Paya,Boyacá,5.6666667,-72.3816667
271,Paz de Río,Boyacá,6.0833333,-72.75
272,Pesca,Boyacá,5.5833333,-73.05
273,Pisva,Boyacá,5.7427778,-72.4894444
274,Puerto Boyacá,Boyacá,5.9780556,-74.5897222
275,Páez,Boyacá,5.1044444,-73.0555556
276,Quipama,Boyacá,5.5222222,-74.1808333
277,Ramiriquí,Boyacá,5.4166667,-73.3333333
278,Rondón,Boyacá,5.4166667,-73.1666667
279,Ráquira,Boyacá,5.6166667,-73.6333333
280,Saboyá,Boyacá,5.75,-73.7
281,Samacá,Boyacá,5.5,-73.5
282,San Eduardo,Boyacá,5.2166667,-73.1333333
283,San José de Pare,Boyacá,6.0833333,-73.4666667
284,San Luís de Gaceno,Boyacá,4.8213889,-73.1675
285,San Mateo,Boyacá,6.5,-72.5
286,San Miguel de Sema,Boyacá,5.55,-73.75
287,San Pablo de Borbur,Boyacá,5.75,-74.0833333
288,Santa María,Boyacá,4.8616667,-73.2641667
289,Santa Rosa de Viterbo,Boyacá,5.9166667,-73
290,Santa Sofía,Boyacá,5.75,-73.5833333
291,Santana,Boyacá,6.0572222,-73.4822222
292,Sativanorte,Boyacá,6.1666667,-72.6666667
293,Sativasur,Boyacá,6.1333333,-72.6666667
294,Siachoque,Boyacá,5.5833333,-73.1666667
295,Soatá,Boyacá,6.4166667,-72.6666667
296,Socha,Boyacá,6,-72.6666667
297,Socotá,Boyacá,6.0833333,-72.5833333
298,Sogamoso,Boyacá,5.7205556,-72.9297222
299,Somondoco,Boyacá,4.9877778,-73.4361111
300,Sora,Boyacá,5.5666667,-73.4333333
301,Soracá,Boyacá,5.5,-73.3166667
302,Sotaquirá,Boyacá,5.8333333,-73.25
303,Susacón,Boyacá,6.2666667,-72.6666667
304,Sutamarchán,Boyacá,5.6666667,-73.5833333
305,Sutatenza,Boyacá,5.0166667,-73.45
306,Sáchica,Boyacá,5.6666667,-73.5
307,Tasco,Boyacá,5.9166667,-72.7
308,Tenza,Boyacá,5.15,-73.45
309,Tibaná,Boyacá,5.3333333,-73.3833333
310,Tibasosa,Boyacá,5.8333333,-72.9666667
311,Tinjacá,Boyacá,5.6333333,-73.65
312,Tipacoque,Boyacá,6.4233333,-72.6952778
313,Toca,Boyacá,5.6666667,-73.1666667
314,Toguí,Boyacá,5.95,-73.4166667
315,Topagá,Boyacá,5.8333333,-72.8333333
316,Tota,Boyacá,5.5,-73
317,Tunja,Boyacá,5.5352778,-73.3677778
318,Tunungua,Boyacá,5.7333333,-73.9333333
319,Turmequé,Boyacá,5.3333333,-73.5
320,Tuta,Boyacá,5.75,-73.1666667
321,Tutasá,Boyacá,6.1666667,-72.8333333
322,Ventaquemada,Boyacá,5.4166667,-73.5
323,Villa de Leiva,Boyacá,5.6333333,-73.5333333
324,Viracachá,Boyacá,5.5,-73.25
325,Zetaquirá,Boyacá,5.35,-73.1666667
326,Úmbita,Boyacá,5.2333333,-73.45
327,Aguadas,Caldas,5.6333333,-75.4166667
328,Anserma,Caldas,5.25,-75.75
329,Aranzazu,Caldas,5.3,-75.45
330,Belalcázar,Caldas,5,-75.8333333
331,Chinchiná,Caldas,5,-75.6666667
332,Filadelfia,Caldas,5.3,-75.6
333,La Dorada,Caldas,5.5333333,-74.7
334,La Merced,Caldas,5.4019444,-75.8847222
335,La Victoria,Caldas,4.5238889,-76.0411111
336,Manizales,Caldas,5.07,-75.5205556
337,Manzanares,Caldas,5.25,-75.1666667
338,Marmato,Caldas,5.5,-75.5833333
339,Marquetalia,Caldas,5.3333333,-75
340,Marulanda,Caldas,5.3333333,-75.25
341,Neira,Caldas,5.1666667,-75.5
342,Norcasia,Caldas,5.5666667,-74.8833333
343,Palestina,Caldas,5.0833333,-75.6666667
344,Pensilvania,Caldas,5.5,-75.0833333
345,Pácora,Caldas,5.5,-75.5
346,Risaralda,Caldas,5.1666667,-75.75
347,Río Sucio,Caldas,5.3791667,-75.6161111
348,Salamina,Caldas,5.4166667,-75.4166667
349,Samaná,Caldas,5.5833333,-74.9166667
350,San José,Caldas,5.0858333,-75.7883333
351,Supía,Caldas,5.5,-75.6333333
352,Villamaría,Caldas,5,-75.5
353,Viterbo,Caldas,5.0833333,-75.8666667
354,Albania,Caquetá,1.3316667,-75.8822222
355,Belén de los Andaquíes,Caquetá,1.4166667,-75.9166667
356,Cartagena del Chairá,Caquetá,1.35,-74.84
357,Curillo,Caquetá,1.0352778,-75.9247222
358,El Doncello,Caquetá,1.6794444,-75.2791667
359,El Paujil,Caquetá,1.564,-75.332
360,Florencia,Caquetá,1.6175,-75.6175
361,La Montañita,Caquetá,1.5833333,-75.25
362,Milán,Caquetá,1.3483333,-75.5116667
363,Morelia,Caquetá,1.4875,-75.725
364,Puerto Rico,Caquetá,1.9141667,-75.145
365,San José del Fragua,Caquetá,1.3611111,-75.9883333
366,San Vicente del Caguán,Caquetá,2.1525,-74.7888889
367,Solano,Caquetá,0.7147222,-75.2486111
368,Solita,Caquetá,0.9,-75.623
369,Valparaiso,Caquetá,1.1991667,-75.7097222
370,Aguazul,Casanare,5.1730556,-72.5547222
371,Chámeza,Casanare,5,-72.75
372,Hato Corozal,Casanare,6.1555556,-71.7655556
373,La Salina,Casanare,6.1852778,-72.3444444
374,Maní,Casanare,4.8333333,-72.3333333
375,Monterrey,Casanare,4.9166667,-72.8333333
376,Nunchía,Casanare,5.6405556,-72.1986111
377,Orocué,Casanare,4.7941667,-71.34
378,Paz de Ariporo,Casanare,5.8833333,-71.9
379,Pore,Casanare,5.6708333,-71.93
380,Recetor,Casanare,5.3333333,-72.75
381,Sabanalarga,Casanare,4.8536111,-73.0430556
382,San Luís de Palenque,Casanare,5.2805556,-71.5819444
383,Sácama,Casanare,6.0833333,-72.0833333
384,Tauramena,Casanare,5.0186111,-72.7552778
385,Trinidad,Casanare,5.4305556,-71.6311111
386,Támara,Casanare,5.8297222,-72.1633333
387,Villanueva,Casanare,5.2833333,-71.9666667
388,Yopal,Casanare,5.3394444,-72.3941667
389,Almaguer,Cauca,1.9166667,-76.8333333
390,Argelia,Cauca,2.2666667,-77.25
391,Balboa,Cauca,2.1,-77.2
392,Bolívar,Cauca,1.8333333,-76.9166667
393,Buenos Aires,Cauca,2.9166667,-76.6666667
394,Cajibío,Cauca,2.6666667,-76.6666667
395,Caldono,Cauca,2.8333333,-76.4166667
396,Caloto,Cauca,3.0833333,-76.3333333
397,Corinto,Cauca,3.1666667,-76.2
398,El Tambo,Cauca,2.5,-77
399,Florencia,Cauca,1.6944444,-77.0758333
400,Guachené,Cauca,3.1333333,-76.3833333
401,Guapí,Cauca,2.4166667,-77.6
402,Inzá,Cauca,2.6666667,-76.0833333
403,Jambaló,Cauca,2.85,-76.3166667
404,La Sierra,Cauca,2.25,-76.8333333
405,La Vega,Cauca,2.0833333,-76.8333333
406,López (Micay),Cauca,2.4333333,-76.8
407,Mercaderes,Cauca,1.75,-77.1666667
408,Miranda,Cauca,3.25,-76.25
409,Morales,Cauca,2.8,-76.6666667
410,Padilla,Cauca,3.0666667,-76.3166667
411,Patía (El Bordo),Cauca,2.1155556,-76.9891667
412,Piamonte,Cauca,7.7833333,-75.2
413,Piendamó,Cauca,2.75,-76.5
414,Popayán,Cauca,3.2775,-75.6213889
415,Puerto Tejada,Cauca,3.25,-76.4166667
416,Puracé (Coconuco),Cauca,2.3480556,-76.5008333
417,Páez (Belalcazar),Cauca,5.1044444,-73.0555556
418,Rosas,Cauca,2.3333333,-76.75
419,San Sebastián,Cauca,1.9166667,-76.6666667
420,Santa Rosa,Cauca,1.5,-76.5
421,Santander de Quilichao,Cauca,3.0130556,-76.4866667
422,Silvia,Cauca,2.75,-76.3333333
423,Sotara (Paispamba),Cauca,2.2566667,-76.6186111
424,Sucre,Cauca,2.0333333,-76.9166667
425,Suárez,Cauca,2.9588889,-76.6952778
426,Timbiquí,Cauca,2.75,-77.5833333
427,Timbío,Cauca,2.4166667,-76.75
428,Toribío,Cauca,3,-76.1666667
429,Totoró,Cauca,2.5833333,-76.3333333
430,Villa Rica,Cauca,2.5136111,-76.8477778
431,Aguachica,Cesar,8.3333333,-73.5833333
432,Agustín Codazzi,Cesar,9.9166667,-73.25
433,Astrea,Cesar,9.5011111,-73.9802778
434,Becerríl,Cesar,9.705,-73.2847222
435,Bosconia,Cesar,9.9761111,-73.8902778
436,Chimichagua,Cesar,9.2577778,-73.8177778
437,Chiriguaná,Cesar,9.5,-73.4166667
438,Curumaní,Cesar,9.2041667,-73.5486111
439,El Copey,Cesar,10.1505556,-73.965
440,El Paso,Cesar,9.6622222,-73.7519444
441,Gamarra,Cesar,8.3333333,-73.6666667
442,Gonzalez,Cesar,8.4,-73.3333333
443,La Gloria,Cesar,8.5833333,-73.5833333
444,La Jagua de Ibirico,Cesar,9.5641667,-73.3375
445,La Paz (Robles),Cesar,10.1666667,-73.25
446,Manaure Balcón del Cesar,Cesar,10.3927778,-73.0325
447,Pailitas,Cesar,8.9661111,-73.6316667
448,Pelaya,Cesar,8.6916667,-73.6663889
449,Pueblo Bello,Cesar,10.3666667,-73.6333333
450,Río de oro,Cesar,8,-73.5
451,San Alberto,Cesar,7.7525,-73.3891667
452,San Diego,Cesar,10.3375,-73.1825
453,San Martín,Cesar,8.0047222,-73.5152778
454,Tamalameque,Cesar,8.8333333,-73.5833333
455,Valledupar,Cesar,10.4769444,-73.2505556
456,Acandí,Chocó,8.3333333,-77.1666667
457,Alto Baudó (Pie de Pato),Chocó,5.6666667,-77
458,Atrato (Yuto),Chocó,5.5333333,-76.6333333
459,Bagadó,Chocó,5.5,-76.25
460,Bahía Solano (Mútis),Chocó,6.2191667,-77.4077778
461,Bajo Baudó (Pizarro),Chocó,"5,0",-77.0833333
462,Belén de Bajirá,Chocó,7.3725,-76.7147222
463,Bojayá (Bellavista),Chocó,6.5236111,-76.9744444
464,Cantón de San Pablo,Chocó,5.3388889,-76.7313889
465,Carmen del Darién (CURBARADÃ“),Chocó,7.158,-76.971
466,Condoto,Chocó,5.1666667,-76.5
467,Cértegui,Chocó,5.4,-76.6
468,El Carmen de Atrato,Chocó,5.838907,-76.20797
469,Istmina,Chocó,5.1588889,-76.6916667
470,Juradó,Chocó,7,-77.6666667
471,Lloró,Chocó,5.5833333,-76.4166667
472,Medio Atrato,Chocó,5.995388,-76.781685
473,Medio Baudó,Chocó,5.149465,-76.986872
474,Medio San Juan (ANDAGOYA),Chocó,5.1,-76.683
475,Novita,Chocó,4.9166667,-76.5833333
476,Nuquí,Chocó,6,-77.3333333
477,Quibdó,Chocó,5.6947222,-76.6611111
478,Río Iró,Chocó,5.1,-76.6666667
479,Río Quito,Chocó,5.7,-76.6666667
480,Ríosucio,Chocó,7.4166667,-77.1666667
481,San José del Palmar,Chocó,4.9166667,-76.25
482,Santa Genoveva de Docorodó,Chocó,4.2586111,-77.3675
483,Sipí,Chocó,4.5833333,-76.5
484,Tadó,Chocó,5.3333333,-76.4166667
485,Unguía,Chocó,8.0430556,-77.0961111
486,Unión Panamericana (ÁNIMAS),Chocó,5.283,-76.617
487,Ayapel,Córdoba,8.25,-75.25
488,Buenavista,Córdoba,8.7575,-75.89
489,Canalete,Córdoba,8.6761111,-76.2041667
490,Cereté,Córdoba,8.9166667,-76
491,Chimá,Córdoba,9.0833333,-75.6333333
492,Chinú,Córdoba,9.0833333,-75.3333333
493,Ciénaga de Oro,Córdoba,8.8333333,-75.6666667
494,Cotorra,Córdoba,9.05,-75.8
495,La Apartada y La Frontera,Córdoba,8.059793,-75.325662
496,Lorica,Córdoba,9.1666667,-75.8333333
497,Los Córdobas,Córdoba,8.9,-76.3597222
498,Momil,Córdoba,9.2372222,-75.6780556
499,Montelíbano,Córdoba,7.75,-75.6666667
500,Monteria,Córdoba,8.7575,-75.89
501,Moñitos,Córdoba,8.25,-76.05
502,Planeta Rica,Córdoba,8.3333333,-75.5833333
503,Pueblo Nuevo,Córdoba,8.2333333,-74.9666667
504,Puerto Escondido,Córdoba,8.95,-76.25
505,Puerto Libertador,Córdoba,4.6,-74.1166667
506,Purísima,Córdoba,9.3,-75.6666667
507,Sahagún,Córdoba,8.8333333,-75.4166667
508,San Andrés Sotavento,Córdoba,9.1666667,-75.55
509,San Antero,Córdoba,9.35,-75.75
510,San Bernardo del Viento,Córdoba,9.25,-76
511,San Carlos,Córdoba,8.7,-75.7
512,San José de Uré,Córdoba,7.767,-75.517
513,San Pelayo,Córdoba,9,-75.9166667
514,Tierralta,Córdoba,8.1736111,-76.0591667
515,Tuchín,Córdoba,9.1833333,-75.55
516,Valencia,Córdoba,8.3,-76.1666667
517,Agua de Dios,Cundinamarca,4.4166667,-74.6666667
518,Albán,Cundinamarca,4.9166667,-74.45
519,Anapoima,Cundinamarca,4.6166667,-74.55
520,Anolaima,Cundinamarca,4.8333333,-74.5
521,Apulo,Cundinamarca,4.5833333,-74.5833333
522,Arbeláez,Cundinamarca,4.3,-74.5833333
523,Beltrán,Cundinamarca,4.8,-74.75
524,Bituima,Cundinamarca,4.9166667,-74.55
525,Bogotá D.C.,Cundinamarca,4.6,-74.0833333
526,Bojacá,Cundinamarca,4.75,-74.3333333
527,Cabrera,Cundinamarca,3.9780556,-74.4858333
528,Cachipay,Cundinamarca,5.2666667,-74.5666667
529,Cajicá,Cundinamarca,5,-74.05
530,Caparrapí,Cundinamarca,5.4166667,-74.5833333
531,Carmen de Carupa,Cundinamarca,5.3502778,-73.9052778
532,Chaguaní,Cundinamarca,5,-74.65
533,Chipaque,Cundinamarca,4.5,-74.0833333
534,Choachí,Cundinamarca,4.5833333,-73.9166667
535,Chocontá,Cundinamarca,5.1666667,-73.6666667
536,Chía,Cundinamarca,4.9166667,-74.05
537,Cogua,Cundinamarca,5.15,-73.9666667
538,Cota,Cundinamarca,4.8333333,-74.1333333
539,Cucunubá,Cundinamarca,5.25,-73.75
540,Cáqueza,Cundinamarca,4.45,-73.95
541,El Colegio,Cundinamarca,4.5833333,-74.45
